bank_name,txn_id,amount,hour,day_of_week,is_weekend,device_risk_score,location_risk_score,user_behavior_score,outcome
ICICI CURRENT,TXN264,16703.0,1,6,1,0.15766102679690797,0.1740104480161242,0.76075930838695,0
AXIS SAVINGS,TXN2920377,56698.0,14,3,0,0.726604437331869,0.9287293692773355,0.8043047129555168,1
KOTAK SAVINGS,ABC822153,79028.0,14,4,0,0.5267592876922153,0.3242508738519706,0.11103492302385953,0
KOTAK SAVINGS,TXN924765,39698.0,2,0,0,0.32806968448565776,0.6603868382008886,0.7304137528817927,1
KOTAK SAVINGS,TXN4515972,25379.0,19,6,1,0.9214577362165304,0.97850596693269,0.010670127006162766,1
SBI SAVINGS,ABC4288432,83072.0,20,5,1,0.18345788475886504,0.7584036730342032,0.02198652203932361,0
HDFC SAVI,TXN7885363,95465.0,6,3,0,0.3424752191863042,0.10796244811083555,0.06964586774826564,0
SBI SAVINGS,TXN8359282,68233.0,12,0,0,0.17929623526004845,0.2257630748750281,0.02513972575631418,1
HDFC SAVINGS,TXN4211932,73229.0,11,6,1,0.4471605045306636,0.43695486108369774,0.7845365186848953,1
KOTAK SAVINGS,TXN6954795,73597.0,7,5,1,0.028337450383384644,0.8285302595815085,0.7882752081708296,1
KOTAK SAVINGS,TXN8336843,88307.0,18,6,1,0.793632414255581,0.6164608782287975,0.9859226589700177,1
HDFC SAVINGS,TXN5312281,150000.0,22,0,0,0.7467433077981598,0.8577655483724422,0.494982794712461,0
SBI SAVINGS,TXN4780018,21144.0,11,4,0,0.8642306022615571,0.46458276443924607,0.7443682043039906,1
KOTAK SAVINGS,TXN2901329,83204.0,7,2,0,0.3353382383482103,0.607959350832342,0.5757852108894116,1
KOTAK SAVINGS,TXN3135865,500000.0,7,6,1,0.09805784856245758,0.4363014238330176,0.9623029831742766,0
HDFC SAVI,TXN8696235,19347.0,10,0,0,0.5308590342884758,0.05168567991113182,0.15853615849992353,0
SBI SAVING,TXN1154853,65884.0,5,0,0,0.7898646210355388,0.6183463070454575,0.11309973942382245,0
AXIS SAVINGS,TXN9725272,77923.0,17,5,1,0.2937618730273863,0.27734676172462924,0.5002314789258019,1
ICICI CURRENT,TXN5233783,76465.0,21,3,0,0.7030939037594328,0.2914841368425365,0.4703715673848665,1
BOB SAVINGS,TXN9566898,8563.0,8,2,0,0.5776614367196636,0.35781327970260957,0.2754579101381702,0
BOB SAVINGS,TXN8035145,18813.0,13,6,1,0.8324987009859662,0.8507784903326605,0.42393053502966627,0
AXIS SAVINGS,TXN1497955,150000.0,22,2,0,0.13351555135281956,0.04795773243698764,0.7754095145924946,0
SBI SAVINGS,TXN6612324,16992.0,14,5,1,0.1303407235690719,0.30926811149969535,0.11687876059093905,1
SBI SAVING,TXN7900757,75784.0,7,3,0,0.24674742066738087,0.45009526859085935,0.02213445102949707,0
ICICI CURRENT,TXN7312648,96490.0,11,5,1,0.26132839594090185,0.984957969625831,0.30972818372753186,1
HDFC SAVINGS,TXN7528951,7411.0,22,4,0,0.9449847855558431,0.1416113506178993,0.642833390815738,1
SBI SAVINGS,TXN3155068,0.0,21,6,1,0.6387261822492196,0.9533200804342553,0.1010885941742149,0
ICICI CURRENT,TXN6023808,30100.0,12,2,0,0.7049111327313361,0.08520047755966198,0.6500924511399314,1
KOTAK SAVINGS,TXN7997164,81944.0,14,3,0,0.7205864193706374,0.76576332104754,0.09148295792964711,1
HDFC SAVINGS,TXN7442451,17141.0,0,3,0,0.333087131338477,0.42654569861007596,0.13929668940710083,1
ICICI CURRENT,TXN3237358,73168.0,9,5,1,0.15336482741574564,0.7333279087168623,0.00041028943917487126,1
KOTAK SAVINGS,ABC7505382,22064.0,20,1,0,0.26350715352085685,0.35647667084778745,0.16277610102536877,0
KOTAK SAVINGS,TXN9809593,62472.0,8,2,0,0.7813562183952003,0.6800460563742698,0.635156988863935,1
BOB SAVINGS,TXN1628362,62649.0,9,6,1,0.17664302987046954,0.28536138599785466,0.9558700432685195,0
SBI SAVINGS,TXN4750215,96806.0,15,3,0,0.8025645343486241,0.8457085817167271,0.11551790010698215,1
BOB SAVINGS,TXN2863049,69135.0,9,6,1,0.2882026938500388,0.25699173531094754,0.6641527650544821,0
SBI SAVINGS,TXN3990026,6058.0,3,4,0,0.3145815465462273,0.20208316500792367,0.9526421308008614,1
AXIS SAVINGS,TXN7349602,150000.0,20,1,0,0.6593281279840014,0.2939613764102983,0.21580425105969336,0
ICICI CURRENT,TXN355,5807.0,2,2,0,0.14503273374988845,0.7368051067209991,0.601386985981786,0
KOTAK SAVINGS,TXN9981764,64913.0,21,0,0,0.6553831994634532,0.4183630384287931,0.714153146392174,1
HDFC SAVI,TXN316,330.0,19,0,0,0.4181315997936227,0.91101569997922,0.9931637389334784,0
AXIS SAVINGS,TXN4153492,36924.0,10,3,0,0.5025476067220231,0.848417726430511,0.02040161068820634,1
KOTAK SAVINGS,TXN7822905,80147.0,21,6,1,0.24008470193664389,0.8945978733509719,0.542547862300646,1
ICICI CURR,TXN7520754,25231.0,10,6,1,0.3581447811958055,0.37864238340409406,0.41813068297093114,0
SBI SAVINGS,TXN5741335,50887.0,0,3,0,0.4077392161915949,0.6511769607436182,0.7679667578098052,1
UNKNOWN,TXN1687361,92020.0,22,1,0,0.1557516228655298,0.8804219028736048,0.43372370283142103,0
ICICI CURRENT,1358349,72791.0,22,1,0,0.8107304652304127,0.947170616843394,0.13593274736732064,0
HDFC SAVINGS,TXN5617263,32275.0,16,3,0,0.39884141194697065,0.9044014365169524,0.998899287046172,1
SBI SAVING,TXN484533,82021.0,6,1,0,0.5237584965528499,0.024480265813199953,0.7907029037461137,0
AXIS SAVINGS,TXN1348720,84423.0,11,3,0,0.4156792951628686,0.45949577486441007,0.34985023609085486,1
SBI SAVINGS,TXN9176843,1627.0,14,5,1,0.06779639582811259,0.7235807004399809,0.8059701286709539,1
HDFC SAVINGS,TXN2393474,46024.0,6,0,0,0.031620038237463954,0.25850056769959395,0.9006660841086284,1
BOB SAVINGS,TXN563723,19660.0,11,3,0,0.6233903870270475,0.6657154352571405,0.21374026206112196,0
ICICI CURRENT,TXN5019495,20928.0,19,0,0,0.9820773786356308,0.3910922441482205,0.0799824827967548,1
KOTAK SAVINGS,TXN805314,85758.0,14,1,0,0.734073531005878,0.030775178259160096,0.6174627479132213,1
KOTAK SAVINGS,TXN3748338,45029.0,21,0,0,0.17357214415143973,0.9578353044485031,0.8546174631518354,1
SBI SAVINGS,TXN9879110,50709.0,19,1,0,0.5903809652038607,0.07011804574698965,0.026297726684668565,1
SBI SAVINGS,TXN3597172,98870.0,21,3,0,0.5352527346293091,0.7047955999252955,0.33916453252503376,1
AXIS SAVINGS,TXN1247417,29715.0,14,6,1,0.4958194726485391,0.7322379140922876,0.08777291412344057,1
KOTAK SAVINGS,TXN-4041631,62072.0,1,3,0,0.5067700407177881,0.12654531119637724,0.4766204563105404,0
AXIS SAVINGS,TXN6025237,75864.0,19,5,1,0.21879435157672256,0.521934964064577,0.15534330251001693,1
ICICI CURRENT,TXN9881536,85780.0,20,6,1,0.3572419681701362,0.5770533417135443,0.3422655927897462,1
HDFC SAVINGS,TXN3882700,50392.0,0,4,0,0.3430440057930102,0.4107004005865431,0.7204160690923429,1
KOTAK SAVINGS,TXN9521172,49397.0,16,0,0,0.573499584935216,0.853629928527957,0.24192772811923657,1
UNKNOWN,TXN1385801,14457.0,20,1,0,0.9201138133226288,0.4702962226915748,0.02899674433594801,0
AXIS SAVINGS,TXN9134660,59100.0,13,0,0,0.4542278238068692,0.2387658940039733,0.835564798571235,1
AXIS SAVINGS,TXN2900212,24579.0,22,1,0,0.9170985051717943,0.1339748667497812,0.6715118072810374,1
ICICI CURRENT,TXN6465898,55599.0,12,5,1,0.5851216609271247,0.4429140980419636,0.03417558904108742,1
AXIS SAVINGS,TXN9611653,25817.0,14,3,0,0.09966392207677588,0.272467184033096,0.8317853001851593,1
UNKNOWN,TXN7693832,15009.0,22,4,0,0.9433572987098816,0.3650836732844007,0.912584217924823,0
AXIS SAVINGS,TXN1113295,11806.0,7,3,0,0.5537282313983612,0.9864140184828889,0.7322905674256961,1
HDFC SAVINGS,TXN8785116,93331.0,11,0,0,0.03820278375739106,0.615214896596914,0.8280432857742522,1
SBI SAVINGS,TXN625957,44860.0,10,3,0,0.42087724974320617,0.7271044490585069,0.10730121037067253,1
HDFC SAVINGS,TXN8984263,8712.0,7,0,0,0.31336940643035793,0.4623614472477392,0.39006606574762825,1
BOB SAVINGS,TXN-9519257,27454.0,22,1,0,0.5648191628863961,0.339203431271918,0.32268370707782024,0
KOTAK SAVINGS,TXN4563593,41724.0,14,6,1,0.6383417505810897,0.6545661912235982,0.9540939149023007,1
SBI SAVINGS,TXN8281494,35691.0,22,0,0,0.6784192517137123,0.6077091118319272,0.39397782891724353,1
SBI SAVINGS,TXN2767107,9863.0,7,3,0,0.262407822570745,0.7597213286809253,0.7736473950553341,1
AXIS SAVINGS,TXN4574445,3680.0,17,4,0,0.5876944695313122,0.25218198181926943,0.20371739327766658,1
AXIS SAVINGS,TXN5717492,61837.0,19,1,0,0.04732453013642135,0.04122781399906039,0.2507983351119627,1
HDFC SAVINGS,TXN3891343,56852.0,8,2,0,0.11835410132658752,0.760679761220966,0.9275035512965756,1
ICICI CURRENT,TXN1259149,64187.0,5,0,0,0.5986371788298613,0.2925404284815698,0.6838933547776769,1
AXIS SAVINGS,TXN3918067,66267.0,1,3,0,0.8079656892607574,0.36808563766621427,0.1250782268163254,1
AXIS SAVINGS,TXN2754965,44349.0,19,1,0,0.7195584132654349,0.10745321644188655,0.8461191855551118,1
HDFC SAVINGS,1212628,1050.0,1,1,0,0.30772418936437096,0.11159392476666719,0.8397647240386029,0
SBI SAVING,TXN1074687,73278.0,13,6,1,0.5810464912839151,0.9442295793642561,0.8118131069457786,0
HDFC SAVINGS,TXN3016971,21257.0,1,0,0,0.7516797670314233,0.42286840905908707,0.5171503622838772,1
HDFC SAVINGS,TXN6827830,25977.0,12,6,1,0.745864238365333,0.7946805755108072,0.7477434259276107,1
KOTAK SAVINGS,TXN2689644,444.0,18,4,0,0.37888709033260526,0.034716152183894566,0.10207492476609792,1
KOTAK SAVINGS,ABC1438618,86136.0,5,3,0,0.15809233728284877,0.1247361132216791,0.18836823206706976,0
SBI SAVINGS,TXN3919128,247.0,17,4,0,0.802765671462038,0.23890469566757655,0.04182162378646537,1
AXIS SAVINGS,TXN747,0.0,10,1,0,0.5849927336058218,0.689261635465955,0.939109220732689,0
AXIS SAVINGS,TXN5616182,88714.0,13,3,0,0.5522222801738466,0.6609738206496758,0.322901068577901,1
HDFC SAVINGS,TXN-9980084,40936.0,8,4,0,0.4091966437856498,0.5441801159419536,0.5434698699813632,0
HDFC SAVINGS,TXN1084131,28491.0,9,6,1,0.6049500131477042,0.6594900581245843,0.4017936703333638,1
HDFC SAVI,TXN305,96635.0,10,0,0,0.1320668107690408,0.265895242027262,0.4384398449615252,0
ICICI CURRENT,TXN2909858,50063.0,18,4,0,0.0057706612929679935,0.42932276570419525,0.40788492685035893,1
SBI SAVINGS,TXN9305053,0.0,4,0,0,0.9539208038467222,0.814208767054663,0.9039816965892853,0
AXIS SAVINGS,TXN2296856,61688.0,11,5,1,0.959916689642091,0.6785473414181606,0.5705614046246065,1
UNKNOWN,TXN2214253,0.0,13,1,0,0.7008179626386793,0.9268067091100405,0.3753773538993198,0
HDFC SAVINGS,1115042,64326.0,7,5,1,0.12749972667198572,0.0930303747408957,0.589267338756667,0
AXIS SAVINGS,7216618,66267.0,8,0,0,0.47594221754772414,0.12258315650718299,0.9279342012370215,0
HDFC SAVINGS,TXN7478343,23435.0,20,3,0,0.33473532657927907,0.6954884591776503,0.698635589431956,1
KOTAK SAVINGS,TXN4031067,59941.0,20,5,1,0.3076550873563365,0.042334492518303346,0.6335352936161702,1
AXIS SAVINGS,TXN136051,77339.0,7,5,1,0.25480326603169556,0.7722591646531978,0.4346573180510842,1
SBI SAVINGS,TXN777551,89408.0,13,1,0,0.3097653141429034,0.5218844619274783,0.6637044789262561,1
KOTAK SAVINGS,TXN5344899,18705.0,14,3,0,0.07978912363400037,0.41796954358652705,0.9429127113917565,1
SBI SAVINGS,ABC6849645,55693.0,13,6,1,0.5383263720099121,0.5650737914801053,0.9487049182391808,0
BOB SAVINGS,TXN9115362,500000.0,0,3,0,0.7911971620846983,0.2586498621593005,0.34065507728729927,0
HDFC SAVINGS,TXN7668661,30315.0,3,4,0,0.3498616942224785,0.7083240490779703,0.367847181142801,1
KOTAK SAVINGS,TXN2661854,21947.0,12,2,0,0.24987621016547767,0.6162173962941392,0.498872821153881,1
ICICI CURR,TXN3942640,150000.0,6,1,0,0.3377107747242245,0.8096742580880733,0.695677663215339,0
ICICI CURRENT,TXN4584735,86917.0,20,5,1,0.3106009713953296,0.46096959221253964,0.6740013710698536,1
SBI SAVINGS,TXN515874,34987.0,3,0,0,0.32466126718519406,0.3962355245373035,0.4066255175499839,1
SBI SAVINGS,TXN9710804,27580.0,11,5,1,0.8543459827827155,0.6867677955971696,0.5200826832165839,1
BOB SAVINGS,TXN5502066,50242.0,13,4,0,0.7913527236523344,0.5813665572045749,0.7807854833654764,0
KOTAK SAVINGS,TXN3714670,27691.0,18,5,1,0.9226231491291074,0.05671995355173787,0.029476352124447658,1
SBI SAVINGS,TXN4130272,49223.0,19,6,1,0.9124850542303685,0.2659740646541121,0.4621404732699007,1
KOTAK SAVINGS,TXN4156926,88667.0,23,5,1,0.28636606788715857,0.7642442212198117,0.539615850601837,1
ICICI CURRENT,TXN4543738,49855.0,16,6,1,0.1671343148693072,0.4071737385988753,0.23227336479050076,1
KOTAK SAVINGS,TXN4074603,65465.0,19,0,0,0.0593088948010968,0.30532589903326635,0.8965715249692775,1
HDFC SAVINGS,TXN1305605,31877.0,23,6,1,0.6160923211499935,0.37524640859405034,0.9841933917185635,1
AXIS SAVINGS,TXN2073915,13588.0,1,4,0,0.822888068293502,0.1888701867628544,0.7011411313835769,1
SBI SAVINGS,TXN8097781,66300.0,21,5,1,0.7152368534826331,0.17118474383512527,0.10448239530783465,1
AXIS SAVINGS,TXN7931144,47858.0,20,5,1,0.31869725728539733,0.4485425493684594,0.626244822763033,1
ICICI CURRENT,TXN9697180,30105.0,20,2,0,0.6631478293998225,0.34171187934168834,0.6836995457246208,1
SBI SAVINGS,TXN2738681,74249.0,18,4,0,0.9092650434553408,0.5121699559338871,0.36014211413893804,1
SBI SAVINGS,TXN1063813,15749.0,15,6,1,0.8802517732816871,0.27993732969190666,0.10595591134404769,1
AXIS SAVINGS,TXN3590978,54639.0,16,5,1,0.1863167765185335,0.09972620385336795,0.36332447556901004,1
KOTAK SAVINGS,TXN6696349,74535.0,5,1,0,0.07410874930038824,0.46472480308067143,0.615611951922359,1
AXIS SAVINGS,TXN3752461,91655.0,13,1,0,0.03940953529038993,0.5875124794267791,0.06164188343682353,1
HDFC SAVI,TXN6616682,23581.0,15,1,0,0.5294357405412765,0.3954890761835702,0.32233845808094364,0
ICICI CURRENT,TXN494969,68812.0,11,3,0,0.1723904683357157,0.35748310349188284,0.729426093982715,1
UNKNOWN,TXN4219586,86603.0,8,5,1,0.7744774192759833,0.033789150948248636,0.5931559955271343,0
AXIS SAVINGS,TXN9141617,23941.0,22,6,1,0.03343798556109767,0.4702490853287543,0.9544476948529885,1
ICICI CURRENT,TXN6054481,60482.0,4,4,0,0.6425318353393663,0.2751277573760921,0.5071438826403851,1
HDFC SAVINGS,TXN8514727,27916.0,20,5,1,0.3791608639799434,0.34027498223403085,0.6208326327741929,1
SBI SAVING,TXN3123744,55042.0,0,6,1,0.6873723669361333,0.352435941526575,0.7130168357337789,0
HDFC SAVINGS,TXN3640564,2883.0,8,2,0,0.13394121940000037,0.943788889207958,0.804202907297781,1
AXIS SAVINGS,TXN8438983,49832.0,5,1,0,0.39688797822491895,0.26292424763214706,0.37549862202072015,1
HDFC SAVINGS,TXN377132,500000.0,6,4,0,0.2278431880765006,0.49022197465374084,0.35828946362388225,0
UNKNOWN,TXN9734425,25969.0,12,4,0,0.903407755862793,0.104371458082829,0.9826882395913257,0
HDFC SAVI,TXN5256219,1455.0,18,0,0,0.7416030197372087,0.3864433509308174,0.3302941754681341,0
SBI SAVINGS,TXN8650162,83266.0,14,1,0,0.6648077585802445,0.2861808707979073,0.1989168137372247,1
BOB SAVINGS,TXN9870919,49432.0,23,0,0,0.6679244735960846,0.09346793690444355,0.5078501431374813,0
ICICI CURRENT,TXN6772604,31511.0,0,3,0,0.24929535000461134,0.22488678022553177,0.5194487863912376,1
HDFC SAVINGS,5512761,17444.0,2,0,0,0.6002530329335051,0.11805450726005196,0.056274988111240765,0
SBI SAVINGS,TXN6119676,37318.0,12,2,0,0.387952168654892,0.15991324502412751,0.3981494935229065,1
AXIS SAVINGS,TXN3513553,82257.0,3,0,0,0.9144403697540473,0.020643439545793285,0.9623501334382779,1
ICICI CURRENT,TXN5910071,150000.0,12,6,1,0.8465507758198628,0.4269053206363036,0.5520181722956512,0
AXIS SAVINGS,TXN1993223,38279.0,20,3,0,0.7156355505577624,0.8000544079513714,0.3461072407823951,1
AXIS SAVINGS,TXN3837609,18414.0,17,5,1,0.8596655476664752,0.25775521562810966,0.22642960508764998,1
KOTAK SAVINGS,TXN7558147,47404.0,13,4,0,0.4623284974592826,0.7140870226850174,0.7359353919374455,1
HDFC SAVINGS,TXN150151,33542.0,15,3,0,0.45756884767397166,0.26828219553948784,0.8420242180649508,1
KOTAK SAVINGS,TXN199919,62949.0,8,6,1,0.3953565108613831,0.7682067678074908,0.4251893835736583,1
SBI SAVINGS,TXN2087881,4430.0,12,0,0,0.9327791246877345,0.3451798382956305,0.10648176328470638,1
AXIS SAVINGS,TXN3943941,37322.0,0,0,0,0.19740373373054254,0.575520216966124,0.9252646416569643,1
AXIS SAVINGS,TXN7983150,77067.0,7,6,1,0.04470693141886195,0.7554311006220276,0.26707194134908774,1
SBI SAVINGS,TXN7031060,54419.0,6,6,1,0.5144038687461845,0.25676951553791316,0.03488030582002766,1
AXIS SAVINGS,TXN9379915,43924.0,12,0,0,0.5423589504923214,0.7683999289487798,0.08920655881696382,1
SBI SAVINGS,TXN5598195,32578.0,12,0,0,0.5140308194758695,0.5731492479812457,0.9257516930553055,1
ICICI CURRENT,4393757,93977.0,9,2,0,0.7388050500786865,0.625211533857515,0.9863821716288922,0
AXIS SAVINGS,TXN3590513,83483.0,9,4,0,0.6967955139643413,0.5960301609498011,0.4603861756750406,1
AXIS SAVINGS,TXN5567977,57590.0,15,6,1,0.4939871801434912,0.791640072183063,0.47570407818905625,1
SBI SAVINGS,TXN3885830,10858.0,21,4,0,0.05002226691655787,0.1552766031773306,0.7892437893521301,1
ICICI CURRENT,TXN4699731,3647.0,11,3,0,0.4068092913568494,0.8479716933125904,0.36765804605910835,1
HDFC SAVINGS,TXN7127656,0.0,11,6,1,0.838500990443146,0.949586767564585,0.8693528479227959,0
KOTAK SAVINGS,TXN8191620,19456.0,8,5,1,0.8060165046030691,0.6929717937736674,0.005025503365311934,1
KOTAK SAVINGS,TXN3981819,29606.0,21,1,0,0.26162480629182994,0.4963036034864765,0.41837470510784747,1
HDFC SAVINGS,TXN8527623,14975.0,21,4,0,0.21722409915108143,0.7141319936021527,0.36994413205446797,1
KOTAK SAVINGS,TXN9766487,18716.0,17,3,0,0.10024137026759139,0.7177605448162309,0.67981812521997,1
BOB SAVINGS,TXN1155752,64819.0,11,4,0,0.9299421602290041,0.34353161149829414,0.9634842786561725,0
UNKNOWN,TXN195287,85448.0,18,5,1,0.4514959391194442,0.9384682123658125,0.12251914253709384,0
ICICI CURRENT,TXN-4162320,41401.0,2,3,0,0.6471677720509855,0.6868860783817565,0.7764033220221032,0
SBI SAVINGS,TXN3904287,55039.0,22,6,1,0.7869281058966617,0.6198979517603478,0.08273508306224109,1
SBI SAVING,TXN7030207,95348.0,12,3,0,0.25350101610577314,0.33088708769379427,0.26979605789236416,0
HDFC SAVINGS,TXN3701817,62234.0,19,1,0,0.16620053680874547,0.3494741195326255,0.741806475246172,1
KOTAK SAVINGS,TXN4875634,47025.0,5,1,0,0.5499789863838642,0.49179063262366807,0.5654563660741082,1
HDFC SAVINGS,TXN3772689,23467.0,1,6,1,0.06043654494056405,0.44325344147496215,0.18624493829977473,1
KOTAK SAVINGS,TXN6285430,9639.0,21,6,1,0.9531671767711674,0.6082132723795752,0.2199994722366252,1
SBI SAVINGS,TXN3093518,46972.0,16,0,0,0.14741278363398336,0.7081699218355708,0.43546552507197844,1
AXIS SAVINGS,TXN1741455,2683.0,18,6,1,0.317073218763691,0.9393350157429868,0.36851765783838086,1
SBI SAVINGS,ABC8813671,47499.0,23,5,1,0.560209402740945,0.42932134196763627,0.966056132765199,0
ICICI CURRENT,TXN7640155,87803.0,15,0,0,0.2790851361512835,0.5793797273479487,0.20227718109066894,1
KOTAK SAVINGS,ABC4553595,14036.0,12,5,1,0.9219556301327502,0.14077045777121333,0.22489680573040727,0
ICICI CURRENT,TXN7251815,40668.0,18,3,0,0.8927425429963552,0.8848741237834589,0.6995444737655465,1
AXIS SAVINGS,TXN2536385,62078.0,15,5,1,0.526768907269492,0.31671712202521607,0.2581581676584783,1
KOTAK SAVINGS,TXN6483244,80141.0,19,1,0,0.899857281849195,0.8184026474978234,0.9903744295788626,1
AXIS SAVINGS,ABC3312058,45314.0,9,0,0,0.34801335376349296,0.718992475398061,0.7669289263491594,0
SBI SAVINGS,TXN1984624,80935.0,19,3,0,0.48680707698324344,0.9785783948593739,0.9654422207387104,1
SBI SAVINGS,TXN840176,76311.0,1,4,0,0.40799436224815233,0.21128503756993777,0.48250559138211335,1
SBI SAVINGS,TXN2246081,9809.0,12,2,0,0.2848561309607597,0.024240259022389687,0.6250194541681041,1
SBI SAVINGS,TXN8111194,42408.0,1,0,0,0.683018318494161,0.6435241603741892,0.015213095195355408,1
HDFC SAVI,TXN6254728,7751.0,17,0,0,0.44012769654632644,0.12330580532142477,0.4864466116910475,0
AXIS SAVINGS,TXN2706041,5303.0,4,3,0,0.37014791835041694,0.07115525588258109,0.8941073178047334,1
SBI SAVING,TXN8580273,43061.0,5,3,0,0.4899317532448607,0.5387725861151161,0.2576570229911551,0
ICICI CURRENT,TXN-6145266,85752.0,16,3,0,0.40460588294686306,0.4454776830833458,0.8736727271797647,0
ICICI CURRENT,TXN1093477,79795.0,20,6,1,0.7626525587561409,0.42744192085655996,0.6266436833117583,1
ICICI CURRENT,TXN5167115,12662.0,7,6,1,0.4947943549418734,0.8491322479885106,0.8747019843267121,1
SBI SAVINGS,TXN9190964,68836.0,17,3,0,0.22690076724380825,0.9292806516858091,0.7174344508782536,1
ICICI CURRENT,TXN7443921,48227.0,7,3,0,0.8511108258475547,0.42740442722760086,0.9619776547341259,1
KOTAK SAVINGS,TXN5430222,59202.0,12,5,1,0.7840617798284788,0.622515868412716,0.3150564966075994,1
HDFC SAVINGS,TXN7390985,20472.0,12,5,1,0.6309704448700582,0.47298098137073585,0.672114460098799,1
SBI SAVINGS,TXN3845971,94792.0,14,2,0,0.451741753515442,0.968691450213043,0.08384571800448104,1
SBI SAVINGS,TXN7298086,76701.0,11,2,0,0.31817520950870315,0.26670343063721424,0.9669850180280375,1
KOTAK SAVINGS,TXN1690143,0.0,0,4,0,0.7930081591225383,0.9224356110037699,0.6662701369208477,0
ICICI CURRENT,TXN6678768,61456.0,0,4,0,0.942334494935037,0.8230875290068804,0.04197272624350601,1
SBI SAVINGS,TXN4163627,36060.0,9,2,0,0.9792618656086425,0.08863297474958076,0.9222308698387298,1
AXIS SAVINGS,TXN9395252,8540.0,15,1,0,0.9970218045616971,0.45586650018043307,0.7488274636039874,1
SBI SAVINGS,TXN9069028,52980.0,13,5,1,0.05933823080638989,0.6575683057846125,0.8831194066747751,1
HDFC SAVINGS,TXN5520278,4124.0,21,5,1,0.8456263001150188,0.9112343103146714,0.8206273934190368,1
HDFC SAVINGS,TXN6751469,9523.0,11,6,1,0.9082585546770661,0.30948157919486696,0.9764132223840561,1
KOTAK SAVINGS,TXN9723991,-100.0,7,3,0,0.08033686656948757,0.7901663868934623,0.42275877708823817,0
SBI SAVING,TXN5346395,22874.0,0,0,0,0.49134909026878526,0.872465523258539,0.7120634214091708,0
HDFC SAVINGS,TXN5301774,500000.0,19,6,1,0.8588139146748568,0.12654445871340814,0.5656448823847886,0
HDFC SAVINGS,TXN4454657,31822.0,7,5,1,0.4920817053884151,0.5313608316952668,0.20125036455116962,1
SBI SAVINGS,TXN8844578,82806.0,7,5,1,0.15670929576291914,0.7415172523269903,0.5994283921104185,1
ICICI CURRENT,TXN772,6.0,8,6,1,0.4647842059375008,0.9975137456618959,0.49350036407261666,0
